,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10,7901.800592236888,7660.282612167266,7357.329254184628,6845.573465961322,6700.612021464094,6428.894154416383,6249.762121557211,6553.685368892444,7033.527512927211,7855.186144510112,8732.46894290856,9285.69499536726,9649.818294467783,9748.881287128774,9795.9810174124,9727.898206495383,9920.42636482545,9927.168251619398,9491.838618137437,8856.184646177695,8511.6907327557,8491.139672618488,8431.214954782337,8321.473141760833
11,7992.896621257835,7745.85356514982,7313.910684395624,6821.959902107065,6641.36483292025,6360.777548056197,6279.467663581998,6566.162604916171,7157.468205930754,7786.865621074814,8666.183592835496,9116.823592834766,9679.958322830662,9835.583099278085,9893.995099438609,10018.350099279329,10048.228099283428,9749.892451970643,9452.859572091775,8955.231666437456,8632.882394537743,8594.564665998365,8473.329004427038,8439.49835936607
12,8099.801061799364,7834.094303651177,7541.732828385526,6951.715885986116,6833.725312537947,6569.727795672346,6501.421275748846,6688.092494258589,7034.509532947057,7687.459705846027,8432.82355008192,9008.600589239148,9394.736774946867,9545.242738865763,9656.135686243708,9692.209616151473,9603.694980347818,9636.56144312532,9480.541590464847,8813.747876803773,8533.259924124468,8612.413082492765,8537.697541571239,8224.1619987078
13,7776.975191765888,7614.260852121743,7248.294721583962,6857.018936320707,6776.60227733591,6591.740394941308,6453.856025550689,6737.2040199087405,6855.5337788897505,7065.629230429469,7258.648778889918,7610.073266984398,7889.399117717243,7892.280933938127,7965.064933938385,7961.486076726499,7978.980574815534,7789.903745050833,7760.6923763718305,7509.568780767993,7388.176991422291,7496.140600298815,7551.27727197404,7640.420490065061
14,7182.090115116659,6970.142131473447,6845.540256144863,6678.055093019093,6526.541508475467,6375.07443712975,6400.706568050386,6633.690064280469,6778.826341324824,6859.327341325045,7166.655341329623,7492.703341338876,7741.707221008964,7865.775507909384,8076.236507909384,8049.4389784174045,8141.422066146965,7998.101942016812,7838.617814162197,7593.622527164576,7507.815508948149,7796.872922172989,7906.391833836951,7906.655224904857
15,7695.378026851467,7586.939870047862,7156.359357889932,6635.61438964386,6511.797469263777,6335.989210966434,6231.498235074481,6666.399282455294,7077.577977929549,7611.45320380325,8386.882881115986,8875.33388111598,9491.798515092485,9634.73651154027,9795.402511540267,9733.903578053147,9959.786813671204,9997.421153539222,9584.95501721804,9202.56737136576,8835.770987084916,8760.9485532625,8720.506252572675,8624.8051789014
16,8299.857689743234,7862.872429611443,7532.4466897552675,6988.497224404508,6799.006996476256,6601.939750912212,6493.402811699605,6769.911967425121,7152.258224366444,7623.972967434821,8416.10596741891,9009.590967419872,9482.255224359647,9681.894459682182,9735.943459696273,9882.037716609615,10055.53271660581,10101.37671662183,9489.541297615697,9014.091230869513,8909.074097036093,8945.86174682558,8941.11856104722,8841.678686363071
17,8421.33783647146,8066.535566895516,7687.898484152829,7023.501237543154,6888.893885508718,6728.178980721788,6576.611624646007,6787.599849214212,7142.312868792302,7660.215786196083,8594.7727861521,9210.384786365457,9612.707693618357,9647.700502217329,9799.363717052825,9876.707969862066,10362.094412743572,10330.6051494077,10017.405130225556,9212.242978183218,9072.917556674638,9163.76497318471,9164.771846252335,8950.688284350064
18,8368.739373591316,8015.251887614091,7645.240407677317,7081.507548033151,6852.368504449422,6657.769323142522,6688.438599658373,7049.646071266627,7410.552585154146,7902.553029849354,8802.723159748726,9499.899159756824,9885.904159789276,10068.679147878636,10211.875277774756,10339.277147878634,10399.865277774754,10454.289277774751,9949.100863445252,9130.511162456187,9038.51426566815,8956.05184872725,8945.204123627484,8769.331359920045
19,8490.747725421465,8138.595117726799,7782.178100332122,7314.06711232378,7043.848228024528,6846.08707349483,6769.57178010209,7073.100679710995,7388.608866830291,7871.909679711326,8563.664843448867,8787.661121755125,9147.441967805613,9652.401764689548,9872.415628115787,9933.775764689546,8761.319871954456,9868.990628115795,9634.03995194285,8743.673436917414,8463.195969155024,8457.195546372346,8507.541063273655,8154.432534365192
20,7707.16594142072,7523.949019521416,7189.0540078878275,6732.481273871025,6559.318004888928,6414.228465287417,6474.427575329505,6943.170277928113,7098.323370289605,7279.341524712623,7461.233499562609,7819.480499570905,8045.3376990991965,8126.803280150698,8150.255280150699,8272.676699099196,8208.228347182976,8045.5621026268755,7750.889664228347,7346.192628503939,7386.574561769769,7447.623290106286,7567.509456708614,7540.529083929193
21,7317.268886265132,6995.241209575402,6745.641276749294,6590.197760052677,6468.184411831541,6337.038461453545,6378.885239155502,6748.799872280779,6657.256693343248,6739.251693343728,6944.049693347641,7287.93869335869,7520.3273608519685,7673.5885323995135,7803.349532399517,7805.14270956264,7699.903087551055,7619.521698371036,7471.454772592845,7090.857527581891,7069.705811208296,7376.763936741985,7555.8704048102445,7549.0690526408425
22,7599.136653168211,7473.53849458697,7006.385979877867,6549.171979908266,6338.740948325377,6093.158025642515,6189.3299540079615,6459.872679453202,6812.3009791960285,7325.167977998905,8272.50497766705,8922.431791169425,9250.80149481914,9409.17733401112,9617.269576515444,9815.415577466885,9932.208577229792,9962.790718650407,9751.79616879722,8931.531043681925,8874.027685964887,8648.680421215038,8603.101717926002,8601.532129713894
23,8288.038171012151,7966.263170999437,7551.959763698762,6913.5627636973395,6823.206563732123,6608.369879161051,6558.40575178524,6767.609425591735,7177.353624735146,7705.032762847105,8606.713762816058,9495.986357891377,9952.111357947242,10075.724199193985,10197.704854957077,10276.57449697392,10410.538604337236,10221.008536607398,9685.15829721216,9052.460142114893,8877.280629589925,9144.853143139972,9093.126007545312,9077.556745111411
24,8735.505940947542,8330.603940947542,8016.361722397397,7373.965722397613,7243.145722397583,7102.329802409864,6977.388401502603,7066.398424250172,7468.449928135495,7993.903226283136,8823.015062487348,9438.471062494895,9869.265062502865,10183.53175193794,10182.169930446174,9981.405497109874,10513.448687649103,10287.639845338874,9707.090128615442,9149.039904919777,9051.219804189592,9319.036702294967,9305.197524250936,9251.317744451462
25,8665.943559460316,8297.409162308339,7899.45416230834,7184.200162308352,7005.986162308355,6835.2874124053615,6648.406170703481,6904.9821623084545,7299.180162308537,7785.821162308839,8464.242162312712,8958.407162321027,9456.057829915528,9626.965829915522,9659.57739675368,9737.895987857699,9901.564445814955,9840.5258771053,9686.507313842723,9110.912140432396,8917.004639737504,8929.637818522324,8942.15225021105,8872.18016230833
26,8310.306976041567,8006.922276755113,7572.351973177054,6963.115973177066,6905.504393031716,6656.173703760688,6618.759903226892,6783.700393031718,7131.273696609772,7588.685272932782,8122.49227293278,8762.321853078121,9172.838853078121,9289.040914120686,9306.156914120686,9422.957794021759,9442.093537723102,9383.12179402176,9147.642988350859,8706.102299283242,8595.732539664128,8417.30840735508,8396.037637309633,8078.752973177062
27,7386.824875622392,7227.960731968531,6966.527865732459,6634.903136376682,6519.999803715926,6409.130265696105,6350.46882969793,6729.774552364095,6997.987407445556,7155.038853008164,7373.914806022117,7401.504564959955,7629.401182972248,7694.767201250691,7665.461388695989,7736.717239233165,7794.180377534458,7456.896966006337,7147.163597206657,6903.125315326717,6926.091620571396,6750.371430427782,6873.686965424899,6989.63115079069
28,6691.7602924767825,6668.39293594433,6506.751899476477,6352.97140173814,6258.968755692598,6154.24686171217,6299.367098987625,6764.300038928142,6814.557038928146,6927.174038928429,7119.052038934771,7156.104482598766,7243.094482598765,7283.203698509586,7534.4916985095815,7676.640698509583,7762.704698509581,7668.379981882047,7364.923573967355,6976.583581690303,6932.3008814573905,6868.043677510324,6988.667968970964,6994.795981115505
29,6836.6989899166365,6774.717319411002,6574.009498102537,6394.909439434859,6251.786753622786,6222.679006546544,6346.5163208774065,6751.414773513685,6919.5136645434195,7160.135765387609,7333.666725445743,7409.131051662611,7457.072038849102,7598.7408318888065,7801.9000196781335,7929.0880056000115,8038.230934135352,7986.415818105707,7572.07939547017,7214.150997437441,7182.799515218062,7437.907158330963,7519.3065767851585,7538.675789896616
30,7700.471770760355,7480.433107287256,7130.610496630202,6753.258639080822,6547.944921596765,6396.299708120634,6368.938067582376,6679.026555786022,7091.477555725129,7548.450384833307,8393.716110446987,9072.333386274186,9559.938382955113,9746.078212104198,9816.766212130573,9841.980251656338,9882.44358688429,9840.732853359885,9546.59295253458,9054.300590808021,8518.995416317784,8533.288643612885,8580.830414931914,8460.701568580087
