,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,5770.752970371939,5707.41351986024,5525.678590044394,5091.068133963028,5044.622818732028,4627.149220513137,4678.02698746446,5920.268123269916,7584.696021155665,7700.257581952244,7839.666872398435,8065.856439114272,8284.72696662519,8435.77404552439,8563.752011902838,8767.453134986832,8793.08339657526,7882.220130539153,5726.510383329378,4854.47820045825,4541.102377209574,5492.288018894296,6039.036631540781,6096.976947915854
1,7321.720406212482,6935.127083790095,6629.135220718456,6230.307649018518,5789.296032294821,5947.518363991349,4926.315777479434,6018.503958731429,6529.4348967657415,7303.725846645369,8013.456385581494,8521.541782485512,8959.197540820804,9060.722530069319,9160.981794361844,9187.499879993204,9296.461500641919,9330.433793955102,8774.379062765589,7283.560476850646,6587.244643326773,6977.760869297146,7519.105207418405,8085.5610249652245
2,7849.664551146553,7464.849601510965,7031.0916065980855,6512.913604559657,6454.69687429407,5411.212184003837,5677.820683378413,6329.290900353053,6724.952690835517,7432.434178247225,8029.0991251785035,8563.090391195865,8977.630652834761,9150.841904209896,9228.663938891525,9226.718025030592,9325.448630971383,9393.478192977282,8657.713655215714,6785.203402765853,6783.438327907388,6631.449120928791,7987.296845145071,8064.450625703359
3,7872.614841479603,7458.969981694169,7115.356228752258,6551.45977402589,6376.617364574579,5283.829703590579,5864.251921338278,6273.935247837869,6678.127339329464,7446.236578152721,8085.849401561285,8594.440177318202,8991.370968033863,9057.727868014548,9309.483105277235,9396.99858099763,9579.952797155738,9631.644469402394,8036.659263626891,6178.102325914269,6779.483502686297,7876.40177594671,8557.305870504466,8380.98334228865
4,7901.300959188179,7562.01636351982,7139.247425595495,6531.599705512448,6423.763997896947,5192.971725834772,5569.463260193499,6335.3757311355375,6808.267131513744,7509.412173144773,8025.5647403838275,8523.855773333664,9102.17157382455,9324.982307821912,9349.780058374054,9347.566873692198,9499.93228504412,9380.16311473068,8149.640839579797,6839.008192901995,6602.486421949739,6097.993674934998,8220.391371882013,8050.108738314952
5,7951.0600728192685,7570.096447273177,7222.112379060425,6669.085953588466,6451.419331994836,5954.217480489466,4483.348885469184,6036.312419686239,6796.277738418427,7269.686570479625,7908.695953289591,8465.994029953295,8769.923603112285,8920.494032056826,9072.05589434048,9234.141930303975,9243.64482243683,8788.372406954943,8190.286260649299,6321.3847240046725,5925.35652579211,6313.089608443123,6545.282727676389,7462.506846912063
6,6467.550314378386,6306.22765102478,5308.149319529205,5234.20952449555,5220.390706642469,5255.016423357442,4600.132792445728,4216.529672073062,7989.661161175949,8134.534530273538,8245.560695025828,8502.889930149711,8626.973096955675,8741.618345518335,8897.563048257234,8936.025962848604,8966.111335240525,7595.856929718448,6163.424337242257,4543.162045359435,4125.689331622747,4534.200263269406,5269.2895181980675,5594.672087761714
7,5328.153964998942,5221.163165165927,5100.3146020151235,4958.734038766979,5039.952531962335,4506.303297283644,4335.158348120013,5727.341636479216,7875.727053847366,7958.043520167554,8065.159580298081,8278.57739100056,8462.170420116638,8590.51015048289,8831.35215650077,9030.247159190742,9028.332197031405,9075.377901655529,5855.909739309999,4794.161535713441,4079.1961881163993,4767.346526093033,4816.692937242108,5537.843058446034
8,7504.375111795554,7404.362296888996,7101.49565215541,5880.417545614226,5633.075677656277,4113.8456389076655,4427.745857053487,5584.475422269907,6540.834797295692,7528.5280543681565,8235.193057532251,8861.251161116194,9250.866604525732,9452.454658915392,9614.047224775346,9865.791735376528,9878.056139572118,9996.906185196922,8232.839263434631,6899.314089793794,5623.205544074103,6223.713542104321,6819.255966228956,7306.247316859279
9,7725.580757026431,7402.195143237167,7143.5686214153175,6724.263760589737,6526.952127538181,4670.0282727832955,4019.3572648166696,4943.605737584969,6714.237529851486,7725.022782175333,8567.588840190929,9101.322841037096,9540.594831293429,9741.263821429455,9677.207821367632,9966.242831140005,10216.990831338033,9369.243526277633,8720.363725460431,7047.248959191534,6011.461104121228,6599.769407653208,6723.7754841663445,7485.442878314417
