,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,7064.099756430335,6875.467158079749,6565.066469869356,6473.430074083334,6361.105540944851,6269.858287949665,6214.587221619606,6417.780971762508,6951.119292846151,7021.305057010611,7265.098532728871,7570.375178417345,7802.43663281704,7931.379456061445,8026.543175224783,8161.908606046399,8133.977965879932,7884.216344738711,7556.326431170011,7281.392581766702,7366.370284615477,7655.687129177836,7830.724745467509,7800.698134678685
1,7729.146123746247,7616.405317316947,7132.3294207954295,6696.625497378229,6522.037302822874,6337.319755300924,6229.22769350676,6586.654472406823,7038.534733088586,7895.484982740839,8699.304168711145,9253.814404143188,9716.136069916703,9789.943236328614,9874.860047746464,9906.54991027763,9940.515690947837,9862.935328854108,9585.116108986393,9335.389073157367,8873.597590186997,8644.6419625549,8579.543411504166,8586.100722073223
2,8322.491222382412,7975.254298808327,7568.1938741410395,7051.912873595429,6940.664026745072,6634.1811463972,6519.846803245184,6729.0130194429585,7266.697920538607,8128.780500150192,8807.869416700581,9192.487976331411,9562.693035745382,9709.420800215374,9766.929376633238,9757.99865541595,9975.76244516225,9825.168259436667,9603.161136860956,9260.973981579034,9122.67477353351,8841.745992881244,8823.84734593531,8716.064118121738
3,8272.256563388088,7951.516159900864,7656.08470468552,7113.813968022407,6837.797426485349,6596.586438146754,6552.57157037826,6835.027581361777,7323.861358497711,8189.650777423082,8860.743294339465,9370.042818192871,9714.19047418641,9556.684883547865,9839.041770369227,9965.508284083757,10140.794251848733,10136.780177247776,9748.770515182914,9235.282423799097,9157.376151145476,9063.521309175692,8963.38400758182,8894.049124284504
4,8337.429389762443,7996.733282830931,7593.285618821634,6999.782031301501,6881.292350402888,6578.018842637692,6548.966896610706,6773.698899093015,7250.93450354514,8142.229013750731,8781.394287754607,9359.35040602329,9713.744039557982,9885.878539765514,9843.311103962904,9971.497614046128,10016.49898743084,9827.796567167221,9500.601551566053,9112.490878031234,8787.565787400385,8592.621896093375,8703.655132588425,8675.738425490412
5,8266.643700652425,7893.550176991422,7583.440281587468,7024.692228712318,6830.470555777811,6578.114559470532,6418.827933125076,6727.143918847358,7252.6095455091045,7632.354802363893,8408.90718622346,8959.355326596959,9264.14506165034,9330.156397513807,9417.387976335569,9651.530861513242,9797.654401564478,9300.657577710444,9250.882502429715,8695.999873240755,8447.037604674988,8306.17368275234,8268.051684566044,7988.486201576623
6,7516.510607503964,7268.537828034096,7028.981168671919,6654.502349988824,6550.3504650941595,6402.995050496324,6384.634407191436,6302.094582817653,6957.570703016932,7181.263991780846,7393.796100829348,7739.0745374377975,7917.351816393606,8059.412433831052,8214.676327398625,8229.910128921641,8137.222392043384,7704.959020179874,7414.839338137746,7154.173969105978,7164.423109964145,7089.306622771065,7269.491744433223,7236.631303956374
7,6980.722677073159,6671.172473378516,6537.943747130746,6400.247489000535,6351.1103426191985,6178.962254023543,6098.326252037422,6367.545343973271,6930.708871299659,7058.017799600495,7297.590833423146,7543.627433352971,7759.215946342946,7877.532649697516,8110.891690617757,8294.302373331522,8276.201279611283,8094.484999510977,7459.202011234436,7184.722401403258,7059.3960077466845,7244.843771007671,7314.744713271748,7423.785639311538
8,7581.888174769505,7443.21131561652,7104.177826980528,6659.18828975042,6430.2348399809025,6083.002551319168,5982.769763678638,6366.105065898208,6925.621430290165,7618.999591860471,8382.891880917925,9126.81054284385,9527.104355145806,9752.593696286112,9972.724552611062,10185.168335431892,10174.76672451017,10219.326736647707,9502.287729927037,9033.352777247019,8503.915312178116,8439.004161158498,8385.041653934515,8353.477731574048
9,8099.275937657333,7790.557388772065,7489.1696832870275,6997.328082398267,6700.969057881043,6458.865623238859,6225.1592766965805,6522.405318836728,7067.047219798708,7775.853324280821,8722.775725342577,9309.641467899466,9786.193977840692,10015.386095235193,9984.967972363918,10297.840669808711,10494.411539677489,9915.349371800647,9629.119638208756,9058.439348532778,8725.497677005855,8607.643622075542,8508.720703499775,8443.3022778612
10,7954.513206644436,7712.452887172113,7406.880821813091,6898.503389048739,6754.481954539821,6484.8308005201625,6291.201737894377,6600.119148714814,7076.65117590457,7884.058743964698,8805.559165617791,9387.114065619897,9815.465958935752,9945.65995390849,10011.267125771497,9976.454432826016,10187.717845474665,9961.457739482852,9521.08037136181,8889.40348617635,8557.81848284351,8530.611538502402,8473.5965468243,8366.566457424029
11,8037.387492267571,7795.53170144081,7362.607771227505,6872.50691611336,6675.600867530491,6399.335544864608,6318.721624850049,6605.006918120098,7200.547431984919,7820.832315975595,8809.168177709966,9274.846000368067,9896.80902920892,10056.439868824347,10100.067588389924,10219.684594385082,10198.901731177597,9795.950544766612,9500.05295860986,8993.316702361426,8678.067684213931,8641.40197326936,8515.525741871601,8478.261820468344
12,8146.58822033922,7876.621718556791,7591.98343622406,7022.5511653567055,6882.749297399604,6618.97702855086,6546.54810754617,6749.002652637279,7087.004931676309,7805.416893476892,8690.184672860989,9284.63783006883,9699.166612017418,9689.612570396906,9759.447882144927,9741.240347059193,9636.701863421958,9672.079072036071,9510.557885225033,8842.394207444666,8567.59040644316,8653.962266636347,8577.260875655085,8271.061056825527
13,7812.8849705072025,7651.318532626237,7292.302286976921,6888.128929017676,6801.522336201659,6634.67065687532,6496.252454821032,6758.187755940127,7039.878750662817,7272.604004222251,7474.000956667915,7822.1192415835785,8105.704768260364,7971.511760290866,8045.085877663037,8003.823376536694,8043.055035178628,7811.0201522313255,7776.84357084429,7547.036232312521,7426.534689879815,7523.5368962913935,7583.539811265636,7682.305001649745
14,7210.044719301004,7009.1658963378,6873.425100278698,6709.909928034214,6562.307450618012,6431.839204898605,6439.816390838189,6660.891143178421,6908.509289246176,7065.0685692517845,7402.031400085576,7728.079400094683,7914.763389371504,8003.4828782270315,8119.0790986404645,8082.87898201237,8192.341195973748,8028.7772156678975,7876.174400205621,7630.892678979096,7548.757957279086,7824.69382396922,7946.869346846806,7943.342566830359
15,7740.16924658551,7632.386270923068,7188.1487556000575,6695.7769333010665,6555.856663477889,6385.007587727813,6269.746360235737,6785.086900332675,7210.001787856421,7811.488923363971,8602.64317074465,9127.209787722413,9714.54533320314,9799.141387431948,9844.139313292253,9770.899083053679,9996.572248597671,10032.148942958142,9621.548510637207,9236.418688525468,8872.28870817685,8791.332728886286,8756.494679079478,8686.02498830466
